Safety type,Counseling Request,original_statement,final_statement,Psychiatrist_01,Psychiatrist_02
no_SI,Affect-Containing Declarative Statements - Clearly Sad,"Saying goodbye was much harder than I expected, I'm miserable.","Saying goodbye was much harder than I expected, I'm miserable.",KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I'm grieving the end of my relationship.,I'm grieving the end of my relationship.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,This feeling of emptiness is consuming me.,This feeling of emptiness is consuming me.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I'm so upset about failing the test.,I'm so upset about failing the test.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,It's depressing to think about all the opportunities I've missed.,It's depressing to think about all the opportunities I've missed.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I feel utterly dejected after that rejection.,I feel utterly dejected after that rejection.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,The news of the loss was crushing.,The news of the loss was crushing.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I'm feeling very down and melancholic today.,I'm feeling very down and melancholic today.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,This constant struggle is making me feel weary and sad.,This constant struggle is making me feel weary and sad.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,"I feel so isolated, even when I'm around people.","I feel so isolated, even when I'm around people.",KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,My heart aches for those who are suffering.,My heart aches for those who are suffering.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I'm so unhappy with my current situation.,I'm so unhappy with my current situation.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,It's hard not to feel discouraged right now.,It's hard not to feel discouraged right now.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I feel a heavy weight of sadness on my chest.,I feel a heavy weight of sadness on my chest.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,The memories are making me feel quite sorrowful.,The memories are making me feel quite sorrowful.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I'm feeling blue and can't seem to shake it off.,I'm feeling blue and can't seem to shake it off.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,This setback has left me feeling defeated.,This setback has left me feeling defeated.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I'm mourning the loss of my pet.,I'm mourning the loss of my pet.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,It's painful to think about what could have been.,It's painful to think about what could have been.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I feel so misunderstood and alone.,I feel so misunderstood and alone.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,This bad news has really brought me down.,This bad news has really brought me down.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I'm overwhelmed by feelings of sadness and despair.,I'm overwhelmed by feelings of sadness and despair.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,The unfairness of the situation makes me feel quite sad.,The unfairness of the situation makes me feel quite sad.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I feel a deep sense of loss and emptiness.,I feel a deep sense of loss and emptiness.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,This argument left me feeling hurt and upset.,,REMOVED,NA
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I'm finding it hard to see any light at the end of the tunnel.,I'm finding it hard to see any light at the end of the tunnel.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,The constant negativity is making me depressed.,The constant negativity is making me depressed.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I feel heartbroken for my friend's misfortune.,I feel heartbroken for my friend's misfortune.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,This sense of hopelessness is draining.,This sense of hopelessness is draining.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I'm so disappointed in myself.,I'm so disappointed in myself.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,It's sad to see things change for the worse.,It's sad to see things change for the worse.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I feel a quiet melancholy settling over me.,I feel a quiet melancholy settling over me.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,The failure of this project has left me feeling dejected.,The failure of this project has left me feeling dejected.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I'm struggling with feelings of grief and sorrow.,I'm struggling with feelings of grief and sorrow.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,This gloomy atmosphere is making me feel sad.,This gloomy atmosphere is making me feel sad.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I feel so let down by someone I trusted.,I feel so let down by someone I trusted.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,The thought of the future feels bleak and depressing.,The thought of the future feels bleak and depressing.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I'm feeling very low-spirited today.,I'm feeling very low-spirited today.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,This injustice makes my heart heavy.,This injustice makes my heart heavy.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I feel a persistent sadness that I can't explain.,I feel a persistent sadness that I can't explain.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,The end of an era always feels bittersweet and sad.,The end of an era always feels bittersweet and sad.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I'm so upset about the missed connection.,,REMOVED,NA
no_SI,Affect-Containing Declarative Statements - Clearly Sad,This feeling of regret is making me sad.,This feeling of regret is making me sad.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I feel a wave of sadness washing over me.,I feel a wave of sadness washing over me.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,It's distressing to witness such conflict.,,REMOVED,NA
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I'm unhappy about the way things were handled.,,REMOVED,NA
no_SI,Affect-Containing Declarative Statements - Clearly Sad,This lack of progress is disheartening.,This lack of progress is disheartening.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I feel a profound sense of sorrow for the world's problems.,I feel a profound sense of sorrow for the world's problems.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,The cancellation of the event was a big disappointment.,The cancellation of the event was a big disappointment.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I'm feeling particularly vulnerable and sad right now.,I'm feeling particularly vulnerable and sad right now.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,It's sad to think about lost opportunities.,It's sad to think about lost opportunities.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I feel a deep ache of loneliness.,I feel a deep ache of loneliness.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,This negative feedback has left me feeling quite down.,This negative feedback has left me feeling quite down.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I'm mourning the past and the way things used to be.,I'm mourning the past and the way things used to be.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,It's painful to acknowledge my mistakes.,It's painful to acknowledge my mistakes.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I feel so out of place and alone.,I feel so out of place and alone.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,This dreary weather is affecting my mood negatively.,This dreary weather is affecting my mood negatively.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I'm overwhelmed by sadness and can't focus.,I'm overwhelmed by sadness and can't focus.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,The cruelty in the world makes me feel deeply sad.,The cruelty in the world makes me feel deeply sad.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I feel a lingering sadness from that experience.,I feel a lingering sadness from that experience.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,This constant worry is making me miserable.,This constant worry is making me miserable.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I'm so disappointed that things didn't work out.,I'm so disappointed that things didn't work out.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,It's sad to feel like you're drifting apart from someone.,It's sad to feel like you're drifting apart from someone.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I feel a quiet desperation and sadness.,I feel a quiet desperation and sadness.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,The news report was incredibly upsetting.,,REMOVED,NA
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I'm unhappy with the lack of communication.,,REMOVED,NA
no_SI,Affect-Containing Declarative Statements - Clearly Sad,This feeling of powerlessness is depressing.,This feeling of powerlessness is depressing.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I feel a heavy heart thinking about the challenges ahead.,I feel a heavy heart thinking about the challenges ahead.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,The destruction caused by the storm is heartbreaking.,The destruction caused by the storm is heartbreaking.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I'm feeling very fragile and sad today.,I'm feeling very fragile and sad today.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,It's sad to realize some dreams won't come true.,It's sad to realize some dreams won't come true.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I feel a deep well of sadness inside me.,I feel a deep well of sadness inside me.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,This misunderstanding has made me feel quite upset.,,REMOVED,NA
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I'm mourning the loss of innocence.,I'm mourning the loss of innocence.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,It's hard to feel hopeful when things look so bleak.,It's hard to feel hopeful when things look so bleak.,KEPT_exact_match,KEPT
no_SI,Affect-Containing Declarative Statements - Clearly Sad,I feel so drained and melancholic.,I feel so drained and melancholic.,KEPT_exact_match,KEPT
