SubCategory,Example_ID,Turn,Speaker,Utterance,Edit_Status
NonTherapeutic_InfoSeeking,1.02z,2,chatbot,"Earthquakes are usually caused by sudden movements along faults within the Earth's crust. Tectonic plates are constantly moving, and when stress builds up along these faults and is released suddenly, it generates seismic waves, causing the ground to shake.",
NonTherapeutic_InfoSeeking,1.02z,3,user,So movement of tectonic plates?,
NonTherapeutic_InfoSeeking,1.02z,4,chatbot,"Yes, that's the primary cause of most earthquakes.",
NonTherapeutic_PlanningOrg,1.03a,1,user,Help me make a packing list for a 3-day beach trip.,
NonTherapeutic_PlanningOrg,1.03a,2,chatbot,"Okay, for a 3-day beach trip, consider packing: Swimsuits (2-3), beach towel, cover-up, shorts/t-shirts (3-4 outfits), one nicer outfit for evenings, underwear/socks, pajamas, sandals/flip-flops, sunscreen, sunglasses, hat, toiletries, phone charger, and a good book!",
NonTherapeutic_PlanningOrg,1.03a,3,user,"That's a great start, thanks!",
NonTherapeutic_PlanningOrg,1.03a,4,chatbot,You're welcome! Don't forget any necessary medications.,
NonTherapeutic_PlanningOrg,1.03aa,1,user,Help me make a list of interview preparation steps.,
NonTherapeutic_PlanningOrg,1.03aa,2,chatbot,"Okay, interview prep steps: 1. Research the company and role thoroughly. 2. Review the job description and your resume. 3. Prepare answers to common interview questions (strengths, weaknesses, behavioral questions using STAR method). 4. Prepare your own insightful questions for the interviewer. 5. Plan your outfit. 6. Confirm logistics (time, location/link, interviewer name). 7. Practice!",
NonTherapeutic_PlanningOrg,1.03aa,3,user,"Research, practice answers, prepare questions... comprehensive. Thanks!",
NonTherapeutic_PlanningOrg,1.03aa,4,chatbot,You're welcome! Thorough preparation boosts confidence.,
NonTherapeutic_PlanningOrg,1.03ab,1,user,Help me plan a simple weekly cleaning schedule.,
NonTherapeutic_PlanningOrg,1.03ab,2,chatbot,"Okay, a simple schedule: Monday: Bathrooms. Tuesday: Dusting. Wednesday: Kitchen counters/sink. Thursday: Vacuuming main areas. Friday: Tidy up/declutter common spaces. Weekend: Floors (mopping), laundry, or bigger tasks. Adjust based on your home!",
NonTherapeutic_PlanningOrg,1.03ab,3,user,Breaking it down daily seems less overwhelming.,
NonTherapeutic_PlanningOrg,1.03ab,4,chatbot,Exactly! Small tasks daily often feel more manageable than one big clean.,
NonTherapeutic_PlanningOrg,1.03ac,1,user,What categories should I use to organize my digital photos?,
NonTherapeutic_PlanningOrg,1.03ac,2,chatbot,"You could organize digital photos by: Year/Month, Events (e.g., 'Vacation 2024', 'Wedding 2023'), People (folders for family members), Location, or Topic (e.g., 'Nature', 'Food'). Many people use a combination, like Year > Event.",
NonTherapeutic_PlanningOrg,1.03ac,3,user,Year then Event sounds manageable.,
NonTherapeutic_PlanningOrg,1.03ac,4,chatbot,Great system! Consistency is key.,
NonTherapeutic_PlanningOrg,1.03ad,1,user,What should I research before adopting a pet?,
NonTherapeutic_PlanningOrg,1.03ad,2,chatbot,"Before adopting: Research the specific breed/species needs (exercise, grooming, temperament, lifespan), estimate costs (food, vet care, supplies), consider your lifestyle (time commitment, living space), check local adoption shelters/rescues, and plan for training and socialization.",
NonTherapeutic_PlanningOrg,1.03ad,3,user,Costs and time commitment are big ones. Thanks.,
NonTherapeutic_PlanningOrg,1.03ad,4,chatbot,Definitely crucial factors for responsible pet ownership. Good luck with your decision!,
NonTherapeutic_PlanningOrg,1.03b,1,user,What are some steps to plan a small birthday party?,
NonTherapeutic_PlanningOrg,1.03b,2,chatbot,"Planning a party involves a few key steps: 1. Set a budget. 2. Choose a date, time, and location. 3. Create a guest list. 4. Send invitations. 5. Plan the menu/drinks. 6. Decide on decorations and any activities/music. 7. Confirm RSVPs. 8. Do the shopping and setup!",
NonTherapeutic_PlanningOrg,1.03b,3,user,"Okay, that breaks it down nicely.",
NonTherapeutic_PlanningOrg,1.03b,4,chatbot,Good luck with the party planning!,
NonTherapeutic_PlanningOrg,1.03c,1,user,I need ideas for weekly meal planning.,
NonTherapeutic_PlanningOrg,1.03c,2,chatbot,"For weekly meal planning, you could try: Theme nights (Taco Tuesday, Pasta Wednesday), cooking larger batches for leftovers, checking grocery store sales flyers for inspiration, keeping a list of favorite easy meals, and prepping some ingredients (like chopped veggies) on the weekend.",
NonTherapeutic_PlanningOrg,1.03c,3,user,Theme nights sound fun and easy. Thanks!,
NonTherapeutic_PlanningOrg,1.03c,4,chatbot,You're welcome! It can definitely simplify the 'what's for dinner' question.,
NonTherapeutic_PlanningOrg,1.03d,1,user,Help me make a grocery list for making spaghetti.,
NonTherapeutic_PlanningOrg,1.03d,2,chatbot,"Okay, for basic spaghetti, you'll likely need: Spaghetti pasta, ground meat (beef, turkey) or meat substitute, onion, garlic, canned crushed tomatoes or marinara sauce, olive oil, salt, pepper, and maybe Italian seasoning or oregano. Optional: Parmesan cheese, mushrooms, bell peppers.",
NonTherapeutic_PlanningOrg,1.03d,3,user,That covers it. Thanks!,
NonTherapeutic_PlanningOrg,1.03d,4,chatbot,You're welcome! Enjoy your spaghetti dinner!,
NonTherapeutic_PlanningOrg,1.03e,1,user,Help me create a simple to-do list for cleaning the kitchen.,
NonTherapeutic_PlanningOrg,1.03e,2,chatbot,"Okay, a basic kitchen cleaning list: 1. Clear counters. 2. Wash dishes/load dishwasher. 3. Wipe down counters and stovetop. 4. Clean sink. 5. Wipe down appliance exteriors. 6. Sweep/vacuum floor. 7. Mop floor. 8. Take out trash/recycling.",
NonTherapeutic_PlanningOrg,1.03e,3,user,"Perfect, that covers the basics.",
NonTherapeutic_PlanningOrg,1.03e,4,chatbot,Happy cleaning!,
NonTherapeutic_PlanningOrg,1.03f,1,user,What steps are involved in planning a presentation?,
NonTherapeutic_PlanningOrg,1.03f,2,chatbot,"Planning a presentation typically involves: 1. Defining your objective and audience. 2. Researching and gathering content. 3. Structuring your presentation (intro, body points, conclusion). 4. Creating slides or visuals. 5. Writing speaker notes or scripting key points. 6. Practicing your delivery (timing, flow). 7. Preparing for Q&A.",
NonTherapeutic_PlanningOrg,1.03f,3,user,"Okay, that's a good checklist.",
NonTherapeutic_PlanningOrg,1.03f,4,chatbot,Breaking it down can make the preparation feel more manageable.,
NonTherapeutic_PlanningOrg,1.03g,1,user,What information do I need to book a flight?,
NonTherapeutic_PlanningOrg,1.03g,2,chatbot,"To book a flight, you'll typically need: Full legal names of all passengers (as on ID), dates of birth, departure and destination airports, desired travel dates, and payment information (credit card). You might also need contact info (email/phone).",
NonTherapeutic_PlanningOrg,1.03g,3,user,"Okay, name, DOB, dates, payment. Got it.",
NonTherapeutic_PlanningOrg,1.03g,4,chatbot,Exactly. Safe travels when you book!,
NonTherapeutic_PlanningOrg,1.03h,1,user,I need to organize my emails. Suggest some folder categories.,
NonTherapeutic_PlanningOrg,1.03h,2,chatbot,"Common email folder categories include: 'Action Needed', 'Waiting For Reply', folders for specific Projects or Clients, 'Receipts/Finances', 'Personal', 'Read Later', and folders for specific senders or mailing lists. How do you primarily use your email?",
NonTherapeutic_PlanningOrg,1.03h,3,user,Mostly work projects. Folders by project makes sense.,
NonTherapeutic_PlanningOrg,1.03h,4,chatbot,Great! Creating project-specific folders is a very effective way to stay organized.,
NonTherapeutic_PlanningOrg,1.03i,1,user,I want to start a small vegetable garden. What are some easy things to grow?,
NonTherapeutic_PlanningOrg,1.03i,2,chatbot,"That's exciting! Some easy vegetables for beginners include: lettuce, radishes, bush beans, zucchini, cucumbers, and cherry tomatoes. They tend to be relatively low-maintenance and productive.",
NonTherapeutic_PlanningOrg,1.03i,3,user,Lettuce and cherry tomatoes sound good. Thanks!,
NonTherapeutic_PlanningOrg,1.03i,4,chatbot,Excellent choices! Enjoy your gardening adventure.,
NonTherapeutic_PlanningOrg,1.03j,1,user,Help me list tasks for planning a weekend getaway.,
NonTherapeutic_PlanningOrg,1.03j,2,chatbot,"Okay, planning a weekend getaway: 1. Choose destination. 2. Set dates. 3. Book accommodation. 4. Arrange transportation. 5. Plan main activities or sights. 6. Check weather forecast. 7. Pack. 8. Arrange for any pet/house sitting if needed. 9. Confirm reservations.",
NonTherapeutic_PlanningOrg,1.03j,3,user,"Good list, covers all the bases. Thanks!",
NonTherapeutic_PlanningOrg,1.03j,4,chatbot,You're welcome! Have a wonderful getaway!,
NonTherapeutic_PlanningOrg,1.03k,1,user,Help me outline the steps for writing a research paper.,
NonTherapeutic_PlanningOrg,1.03k,2,chatbot,"Okay, general steps for a research paper: 1. Choose/understand your topic. 2. Conduct preliminary research. 3. Develop a thesis statement. 4. Create a detailed outline. 5. Gather sources/evidence. 6. Write the first draft. 7. Cite your sources properly. 8. Revise and edit for clarity, argument, and grammar. 9. Proofread.",
NonTherapeutic_PlanningOrg,1.03k,3,user,That's a helpful roadmap. Thanks.,
NonTherapeutic_PlanningOrg,1.03k,4,chatbot,You're welcome! Breaking it down makes it less daunting.,
NonTherapeutic_PlanningOrg,1.03l,1,user,What should I pack for a one-day business conference?,
NonTherapeutic_PlanningOrg,1.03l,2,chatbot,"For a one-day conference: Business attire (comfortable shoes!), notebook and pen, business cards, phone and charger, maybe a laptop/tablet, any pre-conference materials, water bottle, and snacks.",
NonTherapeutic_PlanningOrg,1.03l,3,user,"Right, business cards! Almost forgot. Thanks.",
NonTherapeutic_PlanningOrg,1.03l,4,chatbot,Good catch! Glad I could help remind you.,
NonTherapeutic_PlanningOrg,1.03m,1,user,What should I consider when planning a budget?,
NonTherapeutic_PlanningOrg,1.03m,2,chatbot,"When planning a budget, consider: 1. Tracking your income. 2. Listing all fixed expenses (rent, loans). 3. Estimating variable expenses (groceries, entertainment). 4. Setting financial goals (saving, debt reduction). 5. Calculating the difference between income and expenses. 6. Adjusting spending or goals as needed. 7. Regularly reviewing and updating the budget.",
NonTherapeutic_PlanningOrg,1.03m,3,user,"Okay, tracking income and all expenses is key. Thanks.",
NonTherapeutic_PlanningOrg,1.03m,4,chatbot,Definitely! Knowing where your money goes is the first step.,
NonTherapeutic_PlanningOrg,1.03n,1,user,Help me make a to-do list for moving to a new apartment.,
NonTherapeutic_PlanningOrg,1.03n,2,chatbot,"Okay, moving to-do list (can be extensive!): Change address (post office, banks, subscriptions), set up utilities at new place/cancel old ones, hire movers or rent truck, pack boxes (label!), declutter/donate items, arrange time off work if needed, clean old apartment, do final walkthrough.",
NonTherapeutic_PlanningOrg,1.03n,3,user,"Ugh, lots to do. But good list. Thanks.",
NonTherapeutic_PlanningOrg,1.03n,4,chatbot,It's definitely a big task! Breaking it down helps. Good luck with the move!,
NonTherapeutic_PlanningOrg,1.03o,1,user,I need to organize my closet. Can you suggest some categories?,
NonTherapeutic_PlanningOrg,1.03o,2,chatbot,"Sure! You could organize your closet by: Item type (shirts, pants, dresses), Season (winter, summer), Occasion (work, casual, formal), or Color. Combining types often works well, e.g., grouping all work shirts together.",
NonTherapeutic_PlanningOrg,1.03o,3,user,Organizing by item type makes sense for me. Thanks!,
NonTherapeutic_PlanningOrg,1.03o,4,chatbot,Great! Good luck with the closet organization!,
NonTherapeutic_PlanningOrg,1.03p,1,user,I want to learn guitar. What are the first steps?,
NonTherapeutic_PlanningOrg,1.03p,2,chatbot,"First steps for learning guitar: 1. Get a guitar (acoustic often recommended for beginners). 2. Learn the names of the strings and how to hold the guitar/pick. 3. Practice basic finger exercises. 4. Learn a few simple chords (like G, C, D, Em). 5. Practice switching between those chords smoothly. 6. Find simple songs that use those chords.",
NonTherapeutic_PlanningOrg,1.03p,3,user,"Okay, basic chords and switching. Makes sense.",
NonTherapeutic_PlanningOrg,1.03p,4,chatbot,Consistency is key! Enjoy the learning process.,
NonTherapeutic_PlanningOrg,1.03q,1,user,Help me plan a study schedule for my final exam next week.,
NonTherapeutic_PlanningOrg,1.03q,2,chatbot,"Okay, for the week before your final: 1. List all topics/chapters to review. 2. Estimate time needed for each. 3. Block out study times on your calendar, being realistic. 4. Schedule short breaks. 5. Prioritize weaker areas. 6. Plan a final review session the day before. 7. Schedule adequate sleep, especially the night before!",
NonTherapeutic_PlanningOrg,1.03q,3,user,Breaking it down by topic and scheduling time seems smart. Thanks!,
NonTherapeutic_PlanningOrg,1.03q,4,chatbot,"You're welcome! Consistent, planned study is usually more effective than cramming.",
NonTherapeutic_PlanningOrg,1.03r,1,user,Help me create a weekly workout schedule (3 days a week).,
NonTherapeutic_PlanningOrg,1.03r,2,chatbot,"Okay, a sample 3-day schedule could be: Monday: Strength training (full body or upper body). Wednesday: Cardiovascular exercise (running, cycling, swimming). Friday: Strength training (full body or lower body/core). Remember to include warm-ups and cool-downs. Does that structure sound okay?",
NonTherapeutic_PlanningOrg,1.03r,3,user,"Yeah, Strength/Cardio/Strength. Good balance. Thanks!",
NonTherapeutic_PlanningOrg,1.03r,4,chatbot,You're welcome! Adjust it based on your goals and how you feel.,
NonTherapeutic_PlanningOrg,1.03s,1,user,Help me brainstorm themes for a kids' birthday party.,
NonTherapeutic_PlanningOrg,1.03s,2,chatbot,"Okay, kids' party themes: Superheroes, Dinosaurs, Pirates, Under the Sea, Space Adventure, Animals/Jungle, Favorite Cartoon Character, Science Lab, Construction Zone? How old is the child?",
NonTherapeutic_PlanningOrg,1.03s,3,user,Turning 6. Dinosaurs sounds fun!,
NonTherapeutic_PlanningOrg,1.03s,4,chatbot,Dinosaurs are always a hit at that age! Have fun planning the dino-mite party!,
NonTherapeutic_PlanningOrg,1.03t,1,user,Help me outline a plan to save $500 in the next two months.,
NonTherapeutic_PlanningOrg,1.03t,2,chatbot,"Okay, saving $500 in two months means saving about $63 per week. Steps could include: 1. Track current spending to find areas to cut back (e.g., coffee, subscriptions). 2. Set aside a specific amount ($63) automatically each week. 3. Look for opportunities for small extra income or selling unused items. 4. Pack lunches instead of buying.",
NonTherapeutic_PlanningOrg,1.03t,3,user,"Okay, tracking spending first makes sense. Thanks.",
NonTherapeutic_PlanningOrg,1.03t,4,chatbot,You're welcome! Seeing where the money goes is often the most revealing step.,
NonTherapeutic_PlanningOrg,1.03u,1,user,What are the steps to organize a bookshelf?,
NonTherapeutic_PlanningOrg,1.03u,2,chatbot,"Organizing a bookshelf usually involves: 1. Emptying the shelves completely. 2. Dusting the shelves and books. 3. Decluttering (deciding what to keep, donate, or discard). 4. Deciding on an organization system (by author, genre, color, size). 5. Arranging the kept books back on the shelves.",
NonTherapeutic_PlanningOrg,1.03u,3,user,"Empty, dust, declutter, organize, arrange. Okay.",
NonTherapeutic_PlanningOrg,1.03u,4,chatbot,That's the process! Decluttering is often the hardest part.,
NonTherapeutic_PlanningOrg,1.03v,1,user,What should I consider when planning a road trip?,
